Date,Year_Month,Commodity,Unit,City,Price_PKR
2025-09-01,2025-09,Pulse Gram,1 Kg,Bannu,294.9
2025-09-01,2025-09,Pulse Gram,1 Kg,Quetta,349.94
2025-09-01,2025-09,Pulse Gram,1 Kg,Khuzdar,352.61
2025-09-01,2025-09,Potatoes,1 Kg,National Average,84.86
2025-09-01,2025-09,Potatoes,1 Kg,Islamabad,110.97
2025-09-01,2025-09,Potatoes,1 Kg,Rawalpindi,101.58
2025-09-01,2025-09,Potatoes,1 Kg,Gujranwala,90.0
2025-09-01,2025-09,Potatoes,1 Kg,Sialkot,87.12
2025-09-01,2025-09,Potatoes,1 Kg,Lahore,81.94
2025-09-01,2025-09,Potatoes,1 Kg,Faisalabad,91.58
2025-09-01,2025-09,Potatoes,1 Kg,Sargodha,98.65
2025-09-01,2025-09,Potatoes,1 Kg,Multan,90.62
2025-09-01,2025-09,Potatoes,1 Kg,Bahawalpur,108.15
2025-09-01,2025-09,Potatoes,1 Kg,Karachi,76.63
2025-09-01,2025-09,Potatoes,1 Kg,Hyderabad,69.7
2025-09-01,2025-09,Potatoes,1 Kg,Sukkur,60.0
2025-09-01,2025-09,Potatoes,1 Kg,Larkana,63.22
2025-09-01,2025-09,Potatoes,1 Kg,Peshawar,92.0
2025-09-01,2025-09,Potatoes,1 Kg,Bannu,70.66
2025-09-01,2025-09,Potatoes,1 Kg,Quetta,77.14
2025-09-01,2025-09,Potatoes,1 Kg,Khuzdar,94.25
2025-09-01,2025-09,Onions,1 Kg,National Average,86.43
2025-09-01,2025-09,Onions,1 Kg,Islamabad,127.81
2025-09-01,2025-09,Onions,1 Kg,Rawalpindi,118.19
2025-09-01,2025-09,Onions,1 Kg,Gujranwala,100.0
2025-09-01,2025-09,Onions,1 Kg,Sialkot,97.4
2025-09-01,2025-09,Onions,1 Kg,Lahore,87.67
2025-09-01,2025-09,Onions,1 Kg,Faisalabad,82.39
2025-09-01,2025-09,Onions,1 Kg,Sargodha,76.52
2025-09-01,2025-09,Onions,1 Kg,Multan,86.58
2025-09-01,2025-09,Onions,1 Kg,Bahawalpur,100.0
2025-09-01,2025-09,Onions,1 Kg,Karachi,80.25
2025-09-01,2025-09,Onions,1 Kg,Hyderabad,74.95
2025-09-01,2025-09,Onions,1 Kg,Sukkur,72.0
2025-09-01,2025-09,Onions,1 Kg,Larkana,84.45
2025-09-01,2025-09,Onions,1 Kg,Peshawar,105.47
2025-09-01,2025-09,Onions,1 Kg,Bannu,77.27
2025-09-01,2025-09,Onions,1 Kg,Quetta,62.4
2025-09-01,2025-09,Onions,1 Kg,Khuzdar,64.02
2025-09-01,2025-09,Tomatoes,1 Kg,National Average,198.04
2025-09-01,2025-09,Tomatoes,1 Kg,Islamabad,245.66
2025-09-01,2025-09,Tomatoes,1 Kg,Rawalpindi,233.27
2025-09-01,2025-09,Tomatoes,1 Kg,Gujranwala,246.57
2025-09-01,2025-09,Tomatoes,1 Kg,Sialkot,240.76
2025-09-01,2025-09,Tomatoes,1 Kg,Lahore,216.67
2025-09-01,2025-09,Tomatoes,1 Kg,Faisalabad,232.84
2025-09-01,2025-09,Tomatoes,1 Kg,Sargodha,209.2
2025-09-01,2025-09,Tomatoes,1 Kg,Multan,220.99
2025-09-01,2025-09,Tomatoes,1 Kg,Bahawalpur,238.02
2025-09-01,2025-09,Tomatoes,1 Kg,Karachi,171.41
2025-09-01,2025-09,Tomatoes,1 Kg,Hyderabad,172.18
2025-09-01,2025-09,Tomatoes,1 Kg,Sukkur,170.85
2025-09-01,2025-09,Tomatoes,1 Kg,Larkana,201.02
2025-09-01,2025-09,Tomatoes,1 Kg,Peshawar,187.17
2025-09-01,2025-09,Tomatoes,1 Kg,Bannu,141.81
2025-09-01,2025-09,Tomatoes,1 Kg,Quetta,130.48
2025-09-01,2025-09,Tomatoes,1 Kg,Khuzdar,167.23
2025-10-01,2025-10,Pulse Masoor (Washed),1 Kg,National Average,294.32
2025-10-01,2025-10,Pulse Masoor (Washed),1 Kg,Islamabad,322.99
2025-10-01,2025-10,Pulse Masoor (Washed),1 Kg,Rawalpindi,323.2
2025-10-01,2025-10,Pulse Masoor (Washed),1 Kg,Gujranwala,257.97
2025-10-01,2025-10,Pulse Masoor (Washed),1 Kg,Sialkot,260.0
2025-10-01,2025-10,Pulse Masoor (Washed),1 Kg,Lahore,276.15
2025-10-01,2025-10,Pulse Masoor (Washed),1 Kg,Faisalabad,303.9
2025-10-01,2025-10,Pulse Masoor (Washed),1 Kg,Sargodha,280.0
2025-10-01,2025-10,Pulse Masoor (Washed),1 Kg,Multan,322.16
2025-10-01,2025-10,Pulse Masoor (Washed),1 Kg,Bahawalpur,262.55
2025-10-01,2025-10,Pulse Masoor (Washed),1 Kg,Karachi,307.84
2025-10-01,2025-10,Pulse Masoor (Washed),1 Kg,Hyderabad,293.77
2025-10-01,2025-10,Pulse Masoor (Washed),1 Kg,Sukkur,300.0
2025-10-01,2025-10,Pulse Masoor (Washed),1 Kg,Larkana,280.0
2025-10-01,2025-10,Pulse Masoor (Washed),1 Kg,Peshawar,285.29
2025-10-01,2025-10,Pulse Masoor (Washed),1 Kg,Bannu,275.88
2025-10-01,2025-10,Pulse Masoor (Washed),1 Kg,Quetta,339.88
2025-10-01,2025-10,Pulse Masoor (Washed),1 Kg,Khuzdar,330.0
2025-10-01,2025-10,Pulse Moong (Washed),1 Kg,National Average,383.58
2025-10-01,2025-10,Pulse Moong (Washed),1 Kg,Islamabad,416.22
2025-10-01,2025-10,Pulse Moong (Washed),1 Kg,Rawalpindi,397.07
2025-10-01,2025-10,Pulse Moong (Washed),1 Kg,Gujranwala,340.0
2025-10-01,2025-10,Pulse Moong (Washed),1 Kg,Sialkot,323.96
2025-10-01,2025-10,Pulse Moong (Washed),1 Kg,Lahore,364.29
2025-10-01,2025-10,Pulse Moong (Washed),1 Kg,Faisalabad,351.7
2025-10-01,2025-10,Pulse Moong (Washed),1 Kg,Sargodha,396.64
2025-10-01,2025-10,Pulse Moong (Washed),1 Kg,Multan,395.56
2025-10-01,2025-10,Pulse Moong (Washed),1 Kg,Bahawalpur,367.88
2025-10-01,2025-10,Pulse Moong (Washed),1 Kg,Karachi,385.58
2025-10-01,2025-10,Pulse Moong (Washed),1 Kg,Hyderabad,395.27
2025-10-01,2025-10,Pulse Moong (Washed),1 Kg,Sukkur,409.88
2025-10-01,2025-10,Pulse Moong (Washed),1 Kg,Larkana,365.93
2025-10-01,2025-10,Pulse Moong (Washed),1 Kg,Peshawar,367.3
2025-10-01,2025-10,Pulse Moong (Washed),1 Kg,Bannu,364.43
2025-10-01,2025-10,Pulse Moong (Washed),1 Kg,Quetta,485.89
2025-10-01,2025-10,Pulse Moong (Washed),1 Kg,Khuzdar,421.03
2025-10-01,2025-10,Pulse Mash (Washed),1 Kg,National Average,448.06
2025-10-01,2025-10,Pulse Mash (Washed),1 Kg,Islamabad,503.75
2025-10-01,2025-10,Pulse Mash (Washed),1 Kg,Rawalpindi,489.9
2025-10-01,2025-10,Pulse Mash (Washed),1 Kg,Gujranwala,400.0
2025-10-01,2025-10,Pulse Mash (Washed),1 Kg,Sialkot,390.0
2025-10-01,2025-10,Pulse Mash (Washed),1 Kg,Lahore,437.04
2025-10-01,2025-10,Pulse Mash (Washed),1 Kg,Faisalabad,480.0
2025-10-01,2025-10,Pulse Mash (Washed),1 Kg,Sargodha,480.0
2025-10-01,2025-10,Pulse Mash (Washed),1 Kg,Multan,471.03
2025-10-01,2025-10,Pulse Mash (Washed),1 Kg,Bahawalpur,399.8
2025-10-01,2025-10,Pulse Mash (Washed),1 Kg,Karachi,403.58
2025-10-01,2025-10,Pulse Mash (Washed),1 Kg,Hyderabad,398.29
2025-10-01,2025-10,Pulse Mash (Washed),1 Kg,Sukkur,429.88
2025-10-01,2025-10,Pulse Mash (Washed),1 Kg,Larkana,480.0
2025-10-01,2025-10,Pulse Mash (Washed),1 Kg,Peshawar,435.53
2025-10-01,2025-10,Pulse Mash (Washed),1 Kg,Bannu,454.64
2025-10-01,2025-10,Pulse Mash (Washed),1 Kg,Quetta,499.88
2025-10-01,2025-10,Pulse Mash (Washed),1 Kg,Khuzdar,493.24
2025-10-01,2025-10,Pulse Gram,1 Kg,National Average,299.69
2025-10-01,2025-10,Pulse Gram,1 Kg,Islamabad,337.91
2025-10-01,2025-10,Pulse Gram,1 Kg,Rawalpindi,332.33
2025-10-01,2025-10,Pulse Gram,1 Kg,Gujranwala,251.23
2025-10-01,2025-10,Pulse Gram,1 Kg,Sialkot,267.97
2025-10-01,2025-10,Pulse Gram,1 Kg,Lahore,269.78
2025-10-01,2025-10,Pulse Gram,1 Kg,Faisalabad,281.62
2025-10-01,2025-10,Pulse Gram,1 Kg,Sargodha,286.54
2025-10-01,2025-10,Pulse Gram,1 Kg,Multan,298.84
2025-10-01,2025-10,Pulse Gram,1 Kg,Bahawalpur,259.14
2025-10-01,2025-10,Pulse Gram,1 Kg,Karachi,311.72
2025-10-01,2025-10,Pulse Gram,1 Kg,Hyderabad,290.2
2025-10-01,2025-10,Pulse Gram,1 Kg,Sukkur,300.0
2025-10-01,2025-10,Pulse Gram,1 Kg,Larkana,320.0
2025-10-01,2025-10,Pulse Gram,1 Kg,Peshawar,320.32
2025-10-01,2025-10,Pulse Gram,1 Kg,Bannu,294.56
2025-10-01,2025-10,Pulse Gram,1 Kg,Quetta,337.92
2025-10-01,2025-10,Pulse Gram,1 Kg,Khuzdar,359.63
2025-10-01,2025-10,Potatoes,1 Kg,National Average,83.38
2025-10-01,2025-10,Potatoes,1 Kg,Islamabad,117.61
2025-10-01,2025-10,Potatoes,1 Kg,Rawalpindi,104.68
2025-10-01,2025-10,Potatoes,1 Kg,Gujranwala,90.0
2025-10-01,2025-10,Potatoes,1 Kg,Sialkot,82.55
2025-10-01,2025-10,Potatoes,1 Kg,Lahore,76.99
2025-10-01,2025-10,Potatoes,1 Kg,Faisalabad,83.2
2025-10-01,2025-10,Potatoes,1 Kg,Sargodha,91.58
2025-10-01,2025-10,Potatoes,1 Kg,Multan,98.52
2025-10-01,2025-10,Potatoes,1 Kg,Bahawalpur,113.95
2025-10-01,2025-10,Potatoes,1 Kg,Karachi,77.08
2025-10-01,2025-10,Potatoes,1 Kg,Hyderabad,69.05
2025-10-01,2025-10,Potatoes,1 Kg,Sukkur,60.0
2025-10-01,2025-10,Potatoes,1 Kg,Larkana,61.29
2025-10-01,2025-10,Potatoes,1 Kg,Peshawar,92.51
2025-10-01,2025-10,Potatoes,1 Kg,Bannu,62.16
2025-10-01,2025-10,Potatoes,1 Kg,Quetta,72.34
2025-10-01,2025-10,Potatoes,1 Kg,Khuzdar,92.83
2025-10-01,2025-10,Onions,1 Kg,National Average,110.52
2025-10-01,2025-10,Onions,1 Kg,Islamabad,150.54
2025-10-01,2025-10,Onions,1 Kg,Rawalpindi,142.25
2025-10-01,2025-10,Onions,1 Kg,Gujranwala,124.2
2025-10-01,2025-10,Onions,1 Kg,Sialkot,120.36
2025-10-01,2025-10,Onions,1 Kg,Lahore,111.96
2025-10-01,2025-10,Onions,1 Kg,Faisalabad,104.67
2025-10-01,2025-10,Onions,1 Kg,Sargodha,105.05
2025-10-01,2025-10,Onions,1 Kg,Multan,116.89
2025-10-01,2025-10,Onions,1 Kg,Bahawalpur,121.42
2025-10-01,2025-10,Onions,1 Kg,Karachi,113.82
2025-10-01,2025-10,Onions,1 Kg,Hyderabad,109.3
2025-10-01,2025-10,Onions,1 Kg,Sukkur,94.96
2025-10-01,2025-10,Onions,1 Kg,Larkana,86.8
2025-10-01,2025-10,Onions,1 Kg,Peshawar,140.27
2025-10-01,2025-10,Onions,1 Kg,Bannu,110.91
2025-10-01,2025-10,Onions,1 Kg,Quetta,71.89
2025-10-01,2025-10,Onions,1 Kg,Khuzdar,85.44
2025-10-01,2025-10,Tomatoes,1 Kg,National Average,264.57
2025-10-01,2025-10,Tomatoes,1 Kg,Islamabad,323.7
2025-10-01,2025-10,Tomatoes,1 Kg,Rawalpindi,314.74
2025-10-01,2025-10,Tomatoes,1 Kg,Gujranwala,304.2
2025-10-01,2025-10,Tomatoes,1 Kg,Sialkot,330.31
2025-10-01,2025-10,Tomatoes,1 Kg,Lahore,298.44
2025-10-01,2025-10,Tomatoes,1 Kg,Faisalabad,291.13
2025-10-01,2025-10,Tomatoes,1 Kg,Sargodha,296.28
2025-10-01,2025-10,Tomatoes,1 Kg,Multan,289.57
2025-10-01,2025-10,Tomatoes,1 Kg,Bahawalpur,286.03
2025-10-01,2025-10,Tomatoes,1 Kg,Karachi,237.78
2025-10-01,2025-10,Tomatoes,1 Kg,Hyderabad,217.17
2025-10-01,2025-10,Tomatoes,1 Kg,Sukkur,230.11
2025-10-01,2025-10,Tomatoes,1 Kg,Larkana,225.03
2025-10-01,2025-10,Tomatoes,1 Kg,Peshawar,275.49
2025-10-01,2025-10,Tomatoes,1 Kg,Bannu,237.15
2025-10-01,2025-10,Tomatoes,1 Kg,Quetta,182.53
2025-10-01,2025-10,Tomatoes,1 Kg,Khuzdar,219.09
2025-11-01,2025-11,Pulse Masoor (Washed),1 Kg,National Average,290.25
2025-11-01,2025-11,Pulse Masoor (Washed),1 Kg,Islamabad,321.23
2025-11-01,2025-11,Pulse Masoor (Washed),1 Kg,Rawalpindi,323.2
2025-11-01,2025-11,Pulse Masoor (Washed),1 Kg,Gujranwala,258.24
2025-11-01,2025-11,Pulse Masoor (Washed),1 Kg,Sialkot,260.0
2025-11-01,2025-11,Pulse Masoor (Washed),1 Kg,Lahore,275.43
2025-11-01,2025-11,Pulse Masoor (Washed),1 Kg,Faisalabad,306.52
2025-11-01,2025-11,Pulse Masoor (Washed),1 Kg,Sargodha,280.0
2025-11-01,2025-11,Pulse Masoor (Washed),1 Kg,Multan,322.16
2025-11-01,2025-11,Pulse Masoor (Washed),1 Kg,Bahawalpur,262.36
2025-11-01,2025-11,Pulse Masoor (Washed),1 Kg,Karachi,299.19
2025-11-01,2025-11,Pulse Masoor (Washed),1 Kg,Hyderabad,289.83
2025-11-01,2025-11,Pulse Masoor (Washed),1 Kg,Sukkur,280.0
2025-11-01,2025-11,Pulse Masoor (Washed),1 Kg,Larkana,280.0
2025-11-01,2025-11,Pulse Masoor (Washed),1 Kg,Peshawar,284.12
2025-11-01,2025-11,Pulse Masoor (Washed),1 Kg,Bannu,269.81
2025-11-01,2025-11,Pulse Masoor (Washed),1 Kg,Quetta,317.4
2025-11-01,2025-11,Pulse Masoor (Washed),1 Kg,Khuzdar,319.68
2025-11-01,2025-11,Pulse Moong (Washed),1 Kg,National Average,377.9
2025-11-01,2025-11,Pulse Moong (Washed),1 Kg,Islamabad,413.61
2025-11-01,2025-11,Pulse Moong (Washed),1 Kg,Rawalpindi,397.07
2025-11-01,2025-11,Pulse Moong (Washed),1 Kg,Gujranwala,344.96
2025-11-01,2025-11,Pulse Moong (Washed),1 Kg,Sialkot,320.0
2025-11-01,2025-11,Pulse Moong (Washed),1 Kg,Lahore,357.68
2025-11-01,2025-11,Pulse Moong (Washed),1 Kg,Faisalabad,340.0
2025-11-01,2025-11,Pulse Moong (Washed),1 Kg,Sargodha,396.64
2025-11-01,2025-11,Pulse Moong (Washed),1 Kg,Multan,379.94
2025-11-01,2025-11,Pulse Moong (Washed),1 Kg,Bahawalpur,353.3
2025-11-01,2025-11,Pulse Moong (Washed),1 Kg,Karachi,385.93
2025-11-01,2025-11,Pulse Moong (Washed),1 Kg,Hyderabad,391.36
2025-11-01,2025-11,Pulse Moong (Washed),1 Kg,Sukkur,409.88
2025-11-01,2025-11,Pulse Moong (Washed),1 Kg,Larkana,365.93
2025-11-01,2025-11,Pulse Moong (Washed),1 Kg,Peshawar,364.69
2025-11-01,2025-11,Pulse Moong (Washed),1 Kg,Bannu,329.54
2025-11-01,2025-11,Pulse Moong (Washed),1 Kg,Quetta,479.96
2025-11-01,2025-11,Pulse Moong (Washed),1 Kg,Khuzdar,426.17
2025-11-01,2025-11,Pulse Mash (Washed),1 Kg,National Average,443.56
2025-11-01,2025-11,Pulse Mash (Washed),1 Kg,Islamabad,498.76
2025-11-01,2025-11,Pulse Mash (Washed),1 Kg,Rawalpindi,481.87
2025-11-01,2025-11,Pulse Mash (Washed),1 Kg,Gujranwala,384.9
2025-11-01,2025-11,Pulse Mash (Washed),1 Kg,Sialkot,390.0
2025-11-01,2025-11,Pulse Mash (Washed),1 Kg,Lahore,438.05
2025-11-01,2025-11,Pulse Mash (Washed),1 Kg,Faisalabad,480.0
2025-11-01,2025-11,Pulse Mash (Washed),1 Kg,Sargodha,480.0
2025-11-01,2025-11,Pulse Mash (Washed),1 Kg,Multan,471.03
2025-11-01,2025-11,Pulse Mash (Washed),1 Kg,Bahawalpur,380.0
2025-11-01,2025-11,Pulse Mash (Washed),1 Kg,Karachi,405.35
2025-11-01,2025-11,Pulse Mash (Washed),1 Kg,Hyderabad,397.88
2025-11-01,2025-11,Pulse Mash (Washed),1 Kg,Sukkur,429.88
2025-11-01,2025-11,Pulse Mash (Washed),1 Kg,Larkana,480.0
2025-11-01,2025-11,Pulse Mash (Washed),1 Kg,Peshawar,426.86
2025-11-01,2025-11,Pulse Mash (Washed),1 Kg,Bannu,447.31
2025-11-01,2025-11,Pulse Mash (Washed),1 Kg,Quetta,487.44
2025-11-01,2025-11,Pulse Mash (Washed),1 Kg,Khuzdar,493.24
2025-11-01,2025-11,Pulse Gram,1 Kg,National Average,281.01
2025-11-01,2025-11,Pulse Gram,1 Kg,Islamabad,316.82
2025-11-01,2025-11,Pulse Gram,1 Kg,Rawalpindi,310.72
2025-11-01,2025-11,Pulse Gram,1 Kg,Gujranwala,240.0
2025-11-01,2025-11,Pulse Gram,1 Kg,Sialkot,252.46
2025-11-01,2025-11,Pulse Gram,1 Kg,Lahore,249.62
2025-11-01,2025-11,Pulse Gram,1 Kg,Faisalabad,270.0
2025-11-01,2025-11,Pulse Gram,1 Kg,Sargodha,263.04
2025-11-01,2025-11,Pulse Gram,1 Kg,Multan,277.96
2025-11-01,2025-11,Pulse Gram,1 Kg,Bahawalpur,240.82
2025-11-01,2025-11,Pulse Gram,1 Kg,Karachi,285.84
2025-11-01,2025-11,Pulse Gram,1 Kg,Hyderabad,274.72
2025-11-01,2025-11,Pulse Gram,1 Kg,Sukkur,280.0
2025-11-01,2025-11,Pulse Gram,1 Kg,Larkana,312.96
2025-11-01,2025-11,Pulse Gram,1 Kg,Peshawar,298.51
2025-11-01,2025-11,Pulse Gram,1 Kg,Bannu,254.47
2025-11-01,2025-11,Pulse Gram,1 Kg,Quetta,322.33
2025-11-01,2025-11,Pulse Gram,1 Kg,Khuzdar,356.33
2025-11-01,2025-11,Potatoes,1 Kg,National Average,80.4
2025-11-01,2025-11,Potatoes,1 Kg,Islamabad,107.18
2025-11-01,2025-11,Potatoes,1 Kg,Rawalpindi,93.54
2025-11-01,2025-11,Potatoes,1 Kg,Gujranwala,84.49
2025-11-01,2025-11,Potatoes,1 Kg,Sialkot,76.58
2025-11-01,2025-11,Potatoes,1 Kg,Lahore,87.04
2025-11-01,2025-11,Potatoes,1 Kg,Faisalabad,70.65
2025-11-01,2025-11,Potatoes,1 Kg,Sargodha,83.89
2025-11-01,2025-11,Potatoes,1 Kg,Multan,85.15
2025-11-01,2025-11,Potatoes,1 Kg,Bahawalpur,111.87
2025-11-01,2025-11,Potatoes,1 Kg,Karachi,78.08
2025-11-01,2025-11,Potatoes,1 Kg,Hyderabad,65.06
2025-11-01,2025-11,Potatoes,1 Kg,Sukkur,70.0
2025-11-01,2025-11,Potatoes,1 Kg,Larkana,65.39
2025-11-01,2025-11,Potatoes,1 Kg,Peshawar,89.1
2025-11-01,2025-11,Potatoes,1 Kg,Bannu,57.33
2025-11-01,2025-11,Potatoes,1 Kg,Quetta,69.69
2025-11-01,2025-11,Potatoes,1 Kg,Khuzdar,92.83
2025-11-01,2025-11,Onions,1 Kg,National Average,143.35
2025-11-01,2025-11,Onions,1 Kg,Islamabad,185.48
2025-11-01,2025-11,Onions,1 Kg,Rawalpindi,179.1
2025-11-01,2025-11,Onions,1 Kg,Gujranwala,160.52
2025-11-01,2025-11,Onions,1 Kg,Sialkot,156.24
2025-11-01,2025-11,Onions,1 Kg,Lahore,155.76
2025-11-01,2025-11,Onions,1 Kg,Faisalabad,132.27
2025-11-01,2025-11,Onions,1 Kg,Sargodha,139.09
2025-11-01,2025-11,Onions,1 Kg,Multan,144.89
2025-11-01,2025-11,Onions,1 Kg,Bahawalpur,140.83
2025-11-01,2025-11,Onions,1 Kg,Karachi,137.82
2025-11-01,2025-11,Onions,1 Kg,Hyderabad,135.0
2025-11-01,2025-11,Onions,1 Kg,Sukkur,129.61
2025-11-01,2025-11,Onions,1 Kg,Larkana,121.36
2025-11-01,2025-11,Onions,1 Kg,Peshawar,174.61
2025-11-01,2025-11,Onions,1 Kg,Bannu,148.31
2025-11-01,2025-11,Onions,1 Kg,Quetta,121.61
2025-11-01,2025-11,Onions,1 Kg,Khuzdar,101.53
2025-11-01,2025-11,Tomatoes,1 Kg,National Average,135.99
2025-11-01,2025-11,Tomatoes,1 Kg,Islamabad,207.52
2025-11-01,2025-11,Tomatoes,1 Kg,Rawalpindi,185.0
2025-11-01,2025-11,Tomatoes,1 Kg,Gujranwala,155.1
2025-11-01,2025-11,Tomatoes,1 Kg,Sialkot,148.12
2025-11-01,2025-11,Tomatoes,1 Kg,Lahore,151.68
2025-11-01,2025-11,Tomatoes,1 Kg,Faisalabad,129.32
2025-11-01,2025-11,Tomatoes,1 Kg,Sargodha,130.27
2025-11-01,2025-11,Tomatoes,1 Kg,Multan,121.19
2025-11-01,2025-11,Tomatoes,1 Kg,Bahawalpur,152.16
2025-11-01,2025-11,Tomatoes,1 Kg,Karachi,121.48
2025-11-01,2025-11,Tomatoes,1 Kg,Hyderabad,105.48
2025-11-01,2025-11,Tomatoes,1 Kg,Sukkur,107.67
2025-11-01,2025-11,Tomatoes,1 Kg,Larkana,118.69
2025-11-01,2025-11,Tomatoes,1 Kg,Peshawar,163.34
2025-11-01,2025-11,Tomatoes,1 Kg,Bannu,129.51
2025-11-01,2025-11,Tomatoes,1 Kg,Quetta,116.44
2025-11-01,2025-11,Tomatoes,1 Kg,Khuzdar,111.03
2025-12-01,2025-12,Pulse Masoor (Washed),1 Kg,National Average,283.53
2025-12-01,2025-12,Pulse Masoor (Washed),1 Kg,Islamabad,316.07
2025-12-01,2025-12,Pulse Masoor (Washed),1 Kg,Rawalpindi,313.96
2025-12-01,2025-12,Pulse Masoor (Washed),1 Kg,Gujranwala,240.0
2025-12-01,2025-12,Pulse Masoor (Washed),1 Kg,Sialkot,249.8
2025-12-01,2025-12,Pulse Masoor (Washed),1 Kg,Lahore,275.19
2025-12-01,2025-12,Pulse Masoor (Washed),1 Kg,Faisalabad,316.58
2025-12-01,2025-12,Pulse Masoor (Washed),1 Kg,Sargodha,267.37
2025-12-01,2025-12,Pulse Masoor (Washed),1 Kg,Multan,322.16
2025-12-01,2025-12,Pulse Masoor (Washed),1 Kg,Bahawalpur,264.08
2025-12-01,2025-12,Pulse Masoor (Washed),1 Kg,Karachi,289.47
2025-12-01,2025-12,Pulse Masoor (Washed),1 Kg,Hyderabad,271.93
2025-12-01,2025-12,Pulse Masoor (Washed),1 Kg,Sukkur,280.0
2025-12-01,2025-12,Pulse Masoor (Washed),1 Kg,Larkana,284.87
2025-12-01,2025-12,Pulse Masoor (Washed),1 Kg,Peshawar,283.29
2025-12-01,2025-12,Pulse Masoor (Washed),1 Kg,Bannu,260.0
2025-12-01,2025-12,Pulse Masoor (Washed),1 Kg,Quetta,302.4
2025-12-01,2025-12,Pulse Masoor (Washed),1 Kg,Khuzdar,300.0
2025-12-01,2025-12,Pulse Moong (Washed),1 Kg,National Average,381.49
2025-12-01,2025-12,Pulse Moong (Washed),1 Kg,Islamabad,413.61
2025-12-01,2025-12,Pulse Moong (Washed),1 Kg,Rawalpindi,397.07
2025-12-01,2025-12,Pulse Moong (Washed),1 Kg,Gujranwala,357.47
2025-12-01,2025-12,Pulse Moong (Washed),1 Kg,Sialkot,344.61
2025-12-01,2025-12,Pulse Moong (Washed),1 Kg,Lahore,357.57
2025-12-01,2025-12,Pulse Moong (Washed),1 Kg,Faisalabad,340.0
2025-12-01,2025-12,Pulse Moong (Washed),1 Kg,Sargodha,399.16
2025-12-01,2025-12,Pulse Moong (Washed),1 Kg,Multan,379.94
2025-12-01,2025-12,Pulse Moong (Washed),1 Kg,Bahawalpur,353.3
2025-12-01,2025-12,Pulse Moong (Washed),1 Kg,Karachi,381.7
2025-12-01,2025-12,Pulse Moong (Washed),1 Kg,Hyderabad,384.49
2025-12-01,2025-12,Pulse Moong (Washed),1 Kg,Sukkur,409.88
2025-12-01,2025-12,Pulse Moong (Washed),1 Kg,Larkana,381.29
2025-12-01,2025-12,Pulse Moong (Washed),1 Kg,Peshawar,364.41
2025-12-01,2025-12,Pulse Moong (Washed),1 Kg,Bannu,369.86
2025-12-01,2025-12,Pulse Moong (Washed),1 Kg,Quetta,459.95
2025-12-01,2025-12,Pulse Moong (Washed),1 Kg,Khuzdar,409.76
2025-12-01,2025-12,Pulse Mash (Washed),1 Kg,National Average,437.48
2025-12-01,2025-12,Pulse Mash (Washed),1 Kg,Islamabad,497.11
2025-12-01,2025-12,Pulse Mash (Washed),1 Kg,Rawalpindi,479.22
2025-12-01,2025-12,Pulse Mash (Washed),1 Kg,Gujranwala,380.0
2025-12-01,2025-12,Pulse Mash (Washed),1 Kg,Sialkot,384.97
2025-12-01,2025-12,Pulse Mash (Washed),1 Kg,Lahore,438.39
2025-12-01,2025-12,Pulse Mash (Washed),1 Kg,Faisalabad,480.0
2025-12-01,2025-12,Pulse Mash (Washed),1 Kg,Sargodha,458.23
2025-12-01,2025-12,Pulse Mash (Washed),1 Kg,Multan,471.03
2025-12-01,2025-12,Pulse Mash (Washed),1 Kg,Bahawalpur,380.0
2025-12-01,2025-12,Pulse Mash (Washed),1 Kg,Karachi,396.97
2025-12-01,2025-12,Pulse Mash (Washed),1 Kg,Hyderabad,381.71
2025-12-01,2025-12,Pulse Mash (Washed),1 Kg,Sukkur,429.88
2025-12-01,2025-12,Pulse Mash (Washed),1 Kg,Larkana,463.74
2025-12-01,2025-12,Pulse Mash (Washed),1 Kg,Peshawar,424.36
2025-12-01,2025-12,Pulse Mash (Washed),1 Kg,Bannu,440.0
2025-12-01,2025-12,Pulse Mash (Washed),1 Kg,Quetta,487.44
2025-12-01,2025-12,Pulse Mash (Washed),1 Kg,Khuzdar,476.22
2025-12-01,2025-12,Pulse Gram,1 Kg,National Average,268.04
2025-12-01,2025-12,Pulse Gram,1 Kg,Islamabad,308.1
2025-12-01,2025-12,Pulse Gram,1 Kg,Rawalpindi,299.46
2025-12-01,2025-12,Pulse Gram,1 Kg,Gujranwala,230.0
2025-12-01,2025-12,Pulse Gram,1 Kg,Sialkot,237.14
2025-12-01,2025-12,Pulse Gram,1 Kg,Lahore,247.32
2025-12-01,2025-12,Pulse Gram,1 Kg,Faisalabad,260.78
2025-12-01,2025-12,Pulse Gram,1 Kg,Sargodha,243.29
2025-12-01,2025-12,Pulse Gram,1 Kg,Multan,276.59
2025-12-01,2025-12,Pulse Gram,1 Kg,Bahawalpur,237.46
2025-12-01,2025-12,Pulse Gram,1 Kg,Karachi,271.59
2025-12-01,2025-12,Pulse Gram,1 Kg,Hyderabad,254.51
2025-12-01,2025-12,Pulse Gram,1 Kg,Sukkur,280.0
2025-12-01,2025-12,Pulse Gram,1 Kg,Larkana,283.24
2025-12-01,2025-12,Pulse Gram,1 Kg,Peshawar,294.32
2025-12-01,2025-12,Pulse Gram,1 Kg,Bannu,240.0
